text,tag,name
The lack of structure was also shown by control region sequences although four of the maternal lineages shared a near-perfect 81 bp repeat .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The indoor pollution , where the patients pass in general close to 90 % of their time , is an important factor to take in consideration if one wants to evaluate suitably the effects of the air pollution on the health .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Causes of this kind of pollution are partially linked to the external pollution and the outdoor environment and also are function of human activities and introduced products in the habitat ( heating , tabagisme , handywork , products of maintenance , coatings , materials of construction , etc .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
) .,"['O', 'O']",NONE
"The effects on health are as various as the pollutants , going from sharp intoxication to irritations or simply desagreements .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"In this problem of public health we may not underestimated sensitive persons and risky group as well as long terme effects , and chronic exposition effects .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The search of solutions needs multiple competences from the physician , who has to play an essential role .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Dioxins are a family of chlorinated aromatic hydrocarbons that are produced during combustion processes in the presence of a chlorine donor and as by-products of the chlorine-processing chemical industries .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Several dioxins are extremely stable compounds and persist for years in the environment .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Exposure to dioxins occurs mainly via the ingestion of contaminated food .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The lipophilic character of dioxins prevents their excretion in the urine and causes their accumulation in body fat .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The mechanisms of dioxin action are similar to those of a hormone .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Dioxins bind to a specific intracellular receptor and the complex acts as a transcription factor that induces the production of a great number of proteins .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Certain dioxins , particularly 2 , 3 , 7 , 8-tetrachlorodibenzo-p-dioxin , are very toxic and able to induce numerous clinical conditions .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The carcinogenicity of dioxins is well documented in animal models and has been described in humans after professional and accidental exposures .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The particular sensibility of the fetus and newborn is of concern because the exposition to dioxins is particularly important during those periods of life .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The chronological parallelism with the appearance of dioxins in the environment suggests that these might exert biological effects at the prevailing level of exposure .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Nevertheless this hypothesis is currently unconfirmed by epidemiological studies .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The implications of this scientific incertitude for the implementation of preventive measures are briefly discussed .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
This presentation summarizes the debate on the suggested progressive impairment of semen quality ( the `` sperm fall '' ) in the last forty years in the developed countries .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The various available data strongly suggesting an environmental toxic origin for the `` sperm fall '' will be presented as well as the most frequently suspected class of substances , the xenoestrogens .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"These last drugs seem very attractive because they decrease insulin resistance in obese , diabetics .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Their hepatic side effects must be however under control .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The advances in the understanding of the neuro-hormonal mechanisms of heart failure have modified the therapeutic strategy : the deleterious effect of the activation of the sympathetic nervous system on the myocardium has served as the rationale for randomized clinical trials comparing beta-blockade to placebo : the current data are promising , suggesting a beneficial effect on survival as well as on quality of life .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"However , these results have to be confirmed by larger trials , currently underway , before to consider that beta-blockade should definitely be incorporated in the treatment of heart failure .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Randomized prospective studies have , however , never been able to confirm these observations .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"These drugs are very efficacious and generally devoided of important side effects , but they are expensive and therefore have to be compared with other , more conventional drugs with established or assumed efficacy .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Fiercer competition between athletes and a wider knowledge of optimal training regimens dramatically influence current training methods .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"A single training bout per day was previously considered sufficient , whereas today athletes regularly train twice a day or more .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Consequently , the number of athletes who are overtraining and have insufficient rest is increasing .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Positive overtraining can be regarded as a natural process when the end result is adaptation and improved performance : the supercompensation principle -- which includes the breakdown process ( training ) followed by the recovery process ( rest ) -- is well known in sports .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"However , negative overtraining , causing maladaptation and other negative consequences such as staleness , can occur .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Physiological , psychological , biochemical and immunological symptoms must be considered , both independently and together , to fully understand the 'staleness ' syndrome .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"However , psychological testing may reveal early-warning signs more readily than the various physiological or immunological markers .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The time frame of training and recovery is also important since the consequences of negative overtraining comprise an overtraining-response continuum from short to long term effects .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
An athlete failing to recover within 72 hours has presumably negatively overtrained and is in an overreached state .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"For an elite athlete to refrain from training for > 72 hours is extremely undesirable , highlighting the importance of a carefully monitored recovery process .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
There are many methods used to measure the training process but few with which to match the recovery process against it .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
One such framework for this is referred to as the total quality recovery ( TQR ) process .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"By using a TQR scale , structured around the scale developed for ratings of perceived exertion ( RPE ) , the recovery process can be monitored and matched against the breakdown ( training ) process ( TQR versus RPE ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The TQR scale emphasises both the athlete 's perception of recovery and the importance of active measures to improve the recovery process .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Furthermore , directing attention to psychophysiological cues serves the same purpose as in RPE , i.e. increasing self-awareness .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
This article reviews and conceptualises the whole overtraining process .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"In doing so , it ( i ) aims to differentiate between the types of stress affecting an athlete 's performance : ( ii ) identifies factors influencing an athlete 's ability to adapt to physical training : ( iii ) structures the recovery process .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The TQR method to facilitate monitoring of the recovery process is then suggested and a conceptual model that incorporates all of the important parameters for performance gain ( adaptation ) and loss ( maladaptation ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Little attention has been directed toward identifying the changes which occur in salivary composition in response to exercise .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"To address this , our article first refers to the main aspects of salivary gland physiology .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A knowledge of the neural control of salivary secretion is especially important for the understanding of the effects of exertion on salivary secretion .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Both salivary output and composition depend on the activity of the autonomic nervous system and any modification of this activity can be observed indirectly by alternations in the salivary excretion .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The effects of physical activity ( with reference to factors such as exercise intensity and duration , or type of exercise protocol ) on salivary composition are then considered .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Exercise might indeed induce changes in several salivary components such as immunoglobulins , hormones , lactate , proteins and electrolytes .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Saliva composition might therefore be used as an alternative noninvasive indicator of the response of the different body tissues and systems to physical exertion .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"In this respect , the response of salivary amylase and salivary electrolytes to incremental levels of exercise is of particular interest .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Beyond a certain intensity of exercise , and coinciding with the accumulation of blood lactate ( anaerobic threshold or AT ) , a 'saliva threshold ' ( Tsa ) does indeed exist .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Tsa is the point during exercise at which the levels of salivary alpha-amylase and electrolytes ( especially Na+ ) also begin to rise above baseline levels .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The occurrence of the 2 thresholds ( AT and Tsa ) might , in turn , be attributable to the same underlying mechanism , that of increased adrenal sympathetic activity at high exercise intensities .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Fat is an extremely important substrate for muscle contraction , both at rest and during exercise .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Triglycerides ( TGs ) , stored in adipose tissue and within muscle fibres , are considered to be the main source of the free fatty acids ( FFAs ) oxidised during exercise .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"It is still unclear , however , how the use of these substrates is regulated during exercise .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The regulation seems to be multifactorial and includes : ( i ) dietary and nutritional status ; ( ii ) hormonal milieu ; ( iii ) exercise mode , intensity and duration ; and ( iv ) training status .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"On the other hand , the mechanism for FFA transport from its storage as triglycerides in adipose tissue and muscle to its place of utilisation in heart , skeletal muscle , kidney and liver is more clearly understood .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
It has been determined that the plasma FFA turnover rate is sufficiently rapid to account for most of the fat metabolised during low intensity exercise ( 25 to 40 % VO2max ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"However , an exercise intensity of 65 % VO2max results in a slight decrease in the amount of plasma FFA uptake by muscle tissue .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Other studies have found that during prolonged exercise , muscle TGs become the predominant source of energy obtained from fat .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Furthermore , it is widely documented that endurance activities increase the energy utilisation from fat while sparing carbohydrate sources .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"For example , during exercise on a cycle ergometer , nonplasma FFAs and plasma FFAs contribute 40 % , and carbohydrates 60 % , of the total calculated amount of energy expenditure before exercise and vice versa after exercise ( 60 % nonplasma and plasma FFAs and 40 % carbohydrates ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Although it was many years before it was fully demonstrated , fat is now known to be transported in the blood as FFA bound to the protein carrier albumin .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The mobilisation of FFA is primarily a function of sympathetic nervous activity directed towards the adipocytes , or the 'fat pad'. This nervous activity can be direct or may be an effect of circulating catecholamines such as adrenaline ( epinephrine ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
This article summarises the role of fat metabolism during exercise .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"As the clinical availability of glycohaemoglobin/GHb measurement increases , so does the need for comparable and accurate values among different laboratories and different methods .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"At least there should be comparability , i.e. , commutability or feasibility of providing comparable results from different assays in different laboratories .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Data on the actual state of inter-laboratory and inter-assay differences of observed values were useful for comparing results among facilities .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The recommendation of the Japan Diabetes Society to measure only the stable GHb component and to correct the GHb percentage by two-point calibration with assigned values , was effective but not sufficient .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Even after correction , 8 out of 11 methods still remained of little practical use because of their large relative errors .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Inter-method differences among 11 available assay methods were great even after correction and depended on not only the methods but the samples used for the determination .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The performance of some methods or instruments used are only poor at distinguishing the stable glycated haemoglobin itself .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Some alternative measurement system with comparability , commutability and precision should be established .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
An urgent and worldwide problem to remove inter-laboratory differences in the measurement of GHb needs to be solved .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Users in clinical practice must recognize these problems , and , before supply , the providers should check their method and keep records that are readily traceable .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
One hundred and twenty-seven departments responded to a questionnaire sent in March 1996 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The results show that 87 % of hospitals possess colour Doppler ultrasound ( CDUS ) machines and that 46 % of departments perform ultrasound as the first line investigation in over 90 % of cases .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"The widespread use of ultrasound is encouraging , however , there are clearly diverse views .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Existential phenomenology and the sociological tradition .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Dual leadership in complex organizations .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Scientists at major and minor universities : a study of productivity and recognition .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Demotion in industrial management .,"['O', 'O', 'O', 'O', 'O']",NONE
Career anchorage : managerial mobility motivations .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Social class and premarital sexual permissiveness : a re-examination .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
A comment on `` anomy '' .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"A factor analytic exploration of the alienation , anomia and authoritarianism domain .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Technical note on two rates of mixed marriage .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Some comments on awareness .,"['O', 'O', 'O', 'O', 'O']",NONE
On experimental design .,"['O', 'O', 'O', 'O']",NONE
Observations on the incidence of following of visual and auditory stimuli in naive mallard ducklings ( Anas platyrhynchos ) .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The comfort movements of Anatidae .,"['O', 'O', 'O', 'O', 'O', 'O']",NONE
Potential ethological isolating mechanisms and assortative mating in the domestic fowl .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
An experimental study of conflict and fear : an analysis of behavior of young chicks toward a mealworm .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
I. The behavior of chicks which do not eat the mealworm .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The measuring function of the first legs of Araneus diadematus Cl .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
The transport of prey by ants .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
Courtship behaviour in the Drosophila obscura group .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
II .,"['O', 'O']",NONE
Comparative studies .,"['O', 'O', 'O']",NONE
Vision versus touch in form discrimination .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
"Short-term retention as a function of method of measurement , recording time , and meaningfulness of the material .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",NONE
